Mission,https://a1.muscache.com/locations/uploads/photo/image/15488/0_4200_0_2800_one_US_SanFrancisco_Mission_12_AP.jpg
Castro,https://a0.muscache.com/locations/uploads/photo/image/10893/0_4200_0_2800_one_marcolivierleblanc_9254.jpg
Haight Ashbury,https://a0.muscache.com/locations/uploads/photo/image/889/0_4200_0_2800_one_wasteland-haight-mb9101.jpg
Presidio,https://upload.wikimedia.org/wikipedia/commons/0/0f/GGBridge_Old_Coast_Guard_Station.jpg
SoMa,https://upload.wikimedia.org/wikipedia/commons/7/73/San_Francisco_Yerba_Buena_Gardens_004.jpg
Marina,http://www.baycityguide.com/media/00PU000000EkxnqMAB/Palace-of-Fine-Arts-Marina-Green-1500x872.jpg
Hayes Valley,http://www.baycityguide.com/media/00PU000000C4whWMAR/Hayes-Valley-1500x872.jpg
North Beach,http://www.sftravel.com/sites/sftraveldev.prod.acquia-sites.com/files/trip-ideas/Neighborhoods-North%20Beach.jpg.jpg
Pacific Heights,https://sarahsellers.files.wordpress.com/2012/06/img_3730.jpg
